[142.103.2.2:12664] at [2016-03-18 20:39:31]
1458362371432|  [CIRCLE] | added node [142.103.2.2:12664]
1458362371432|  [CIRCLE] | added node [128.208.4.99:12664]
1458362371432|  [CIRCLE] | added node [128.208.4.198:12664]
1458362371433|  [CIRCLE] | added node [52.24.167.227:12664:172.31.16.244]
1458362371433|  [CIRCLE] | added node [52.27.213.97:12664:172.31.40.39]
1458362371433|  [CIRCLE] | added node [52.34.15.60:12664:172.31.25.151]
1458362371433|  [CIRCLE] | added node [52.34.58.188:12664:172.31.17.107]
1458362371434|  [CIRCLE] | added node [128.223.8.114:12664]
1458362371434|  [CIRCLE] | added node [128.223.8.111:12664]
1458362371434|  [CIRCLE] | added node [128.223.8.112:12664]
1458362371434|  [CIRCLE] | added node [52.36.0.9:12664:172.31.27.51]
1458362371434|  [CIRCLE] | added node [54.215.229.242:12664:172.31.30.229]
1458362371434|  [CIRCLE] | added node [134.197.113.4:12664]
1458362371434|  [CIRCLE] | added node [134.197.113.3:12664]
1458362371434|  [CIRCLE] | added node [130.253.21.121:12664]
1458362371437|  [CIRCLE] | added node [52.53.219.93:12664:172.31.1.90]
1458362371437|  [CIRCLE] | added node [131.179.150.70:12664]
1458362371437|  [CIRCLE] | added node [131.179.150.72:12664]
1458362371438|  [CIRCLE] | added node [54.183.53.167:12664:172.31.4.132]
1458362371438|  [CIRCLE] | added node [54.153.110.173:12664:172.31.4.157]
1458362371438|  [CIRCLE] | self initialized with index of 0
1458362371444|  [SERVER] | receive buffer: 131071
1458362371451|[INTERNAL] | receive buffer: 131071
1458362371454|[INTERNAL] | starting heartbeat receive
1458362371455|  [SERVER] | started
1458362694262|[INTERNAL] | started
1458362694262|  [CIRCLE] | node heartbeats initialized
1458362694262|  [CIRCLE] | retrieving node of index 1
1458362694262|  [CIRCLE] | retrieved node [128.208.4.99:12664]
1458362694272|[INTERNAL] | heartbeats sent to node [128.208.4.99:12665]
1458362694432|  [CIRCLE] | retrieved node [52.34.15.60:12664]
1458362694462|  [CIRCLE] | retrieved node [52.34.15.60:12664]
1458362694497|  [CIRCLE] | retrieved node [52.34.15.60:12664]
1458362694530|  [CIRCLE] | retrieved node [52.34.15.60:12664]
1458362694562|  [CIRCLE] | retrieved node [52.34.15.60:12664]
1458362694597|  [CIRCLE] | retrieved node [134.197.113.3:12664]
1458362694640|  [CIRCLE] | retrieved node [134.197.113.3:12664]
1458362694681|  [CIRCLE] | retrieved node [134.197.113.3:12664]
1458362694721|  [CIRCLE] | retrieved node [134.197.113.3:12664]
1458362694761|  [CIRCLE] | retrieved node [134.197.113.3:12664]
1458362695272|  [CIRCLE] | retrieving node of index 2
1458362695272|  [CIRCLE] | retrieved node [128.208.4.198:12664]
1458362695275|[INTERNAL] | heartbeats sent to node [128.208.4.198:12665]
1458362695403|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362695437|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362696036|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362696072|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362696105|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362696138|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362696175|  [CIRCLE] | retrieved node [128.223.8.111:12664]
1458362696211|  [CIRCLE] | retrieved node [128.223.8.111:12664]
1458362696246|  [CIRCLE] | retrieved node [128.223.8.111:12664]
1458362696275|  [CIRCLE] | retrieving node of index 3
1458362696275|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362696278|[INTERNAL] | heartbeats sent to node [52.24.167.227:12665]
1458362696280|  [CIRCLE] | retrieved node [128.223.8.111:12664]
1458362696314|  [CIRCLE] | retrieved node [128.223.8.111:12664]
1458362696350|  [CIRCLE] | retrieved node [52.34.58.188:12664]
1458362696392|[INTERNAL] | heartbeats received from node [131.179.150.72:12665]
1458362697279|  [CIRCLE] | retrieving node of index 4
1458362697279|  [CIRCLE] | retrieved node [52.27.213.97:12664]
1458362697281|[INTERNAL] | heartbeats sent to node [52.27.213.97:12665]
1458362697383|[INTERNAL] | heartbeats received from node [131.179.150.70:12665]
1458362698281|  [CIRCLE] | retrieving node of index 5
1458362698281|  [CIRCLE] | retrieved node [52.34.15.60:12664]
1458362698284|[INTERNAL] | heartbeats sent to node [52.34.15.60:12665]
1458362698459|  [CIRCLE] | retrieved node [128.208.4.99:12664]
1458362698489|  [CIRCLE] | retrieved node [128.208.4.99:12664]
1458362698521|  [CIRCLE] | retrieved node [128.208.4.99:12664]
1458362698557|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362698592|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362698626|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362698658|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362698691|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362698728|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362698759|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362698796|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362698834|  [CIRCLE] | retrieved node [128.223.8.111:12664]
1458362698872|  [CIRCLE] | retrieved node [128.223.8.111:12664]
1458362698909|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362698940|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362698971|  [CIRCLE] | retrieved node [52.34.58.188:12664]
1458362699002|  [CIRCLE] | retrieved node [52.34.58.188:12664]
1458362699035|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362699079|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362699111|  [CIRCLE] | retrieved node [128.208.4.99:12664]
1458362699150|  [CIRCLE] | retrieved node [128.208.4.99:12664]
1458362699189|  [CIRCLE] | retrieved node [128.208.4.99:12664]
1458362699219|  [CIRCLE] | retrieved node [128.208.4.99:12664]
1458362699248|  [CIRCLE] | retrieved node [54.215.229.242:12664]
1458362699284|  [CIRCLE] | retrieved node [54.215.229.242:12664]
1458362699286|  [CIRCLE] | retrieving node of index 6
1458362699286|  [CIRCLE] | retrieved node [52.34.58.188:12664]
1458362699289|[INTERNAL] | heartbeats sent to node [52.34.58.188:12665]
1458362699312|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362699343|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362699374|  [CIRCLE] | retrieved node [128.223.8.112:12664]
1458362699410|  [CIRCLE] | retrieved node [128.223.8.112:12664]
1458362699445|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362699481|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362699513|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362699548|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362699580|  [CIRCLE] | retrieved node [52.36.0.9:12664]
1458362699613|  [CIRCLE] | retrieved node [52.36.0.9:12664]
1458362699647|  [CIRCLE] | retrieved node [128.208.4.99:12664]
1458362699674|  [CIRCLE] | retrieved node [128.208.4.99:12664]
1458362699705|  [CIRCLE] | retrieved node [128.223.8.111:12664]
1458362699742|  [CIRCLE] | retrieved node [128.223.8.111:12664]
1458362699779|  [CIRCLE] | retrieved node [54.183.53.167:12664]
1458362699807|  [CIRCLE] | retrieved node [54.183.53.167:12664]
1458362699835|  [CIRCLE] | retrieved node [52.34.58.188:12664]
1458362699869|  [CIRCLE] | retrieved node [52.34.58.188:12664]
1458362699902|  [CIRCLE] | retrieved node [52.34.58.188:12664]
1458362699931|  [CIRCLE] | retrieved node [52.34.58.188:12664]
1458362699963|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362699995|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362700026|  [CIRCLE] | retrieved node [128.223.8.111:12664]
1458362700075|  [CIRCLE] | retrieved node [128.223.8.111:12664]
1458362700109|  [CIRCLE] | retrieved node [128.223.8.111:12664]
