[131.179.150.70:12664] at [2016-03-18 20:41:10]
1458362470452|  [CIRCLE] | added node [142.103.2.2:12664]
1458362470452|  [CIRCLE] | added node [128.208.4.99:12664]
1458362470453|  [CIRCLE] | added node [128.208.4.198:12664]
1458362470453|  [CIRCLE] | added node [52.24.167.227:12664:172.31.16.244]
1458362470454|  [CIRCLE] | added node [52.27.213.97:12664:172.31.40.39]
1458362470454|  [CIRCLE] | added node [52.34.15.60:12664:172.31.25.151]
1458362470454|  [CIRCLE] | added node [52.34.58.188:12664:172.31.17.107]
1458362470454|  [CIRCLE] | added node [128.223.8.114:12664]
1458362470454|  [CIRCLE] | added node [128.223.8.111:12664]
1458362470454|  [CIRCLE] | added node [128.223.8.112:12664]
1458362470456|  [CIRCLE] | added node [52.36.0.9:12664:172.31.27.51]
1458362470456|  [CIRCLE] | added node [54.215.229.242:12664:172.31.30.229]
1458362470456|  [CIRCLE] | added node [134.197.113.4:12664]
1458362470460|  [CIRCLE] | added node [134.197.113.3:12664]
1458362470460|  [CIRCLE] | added node [130.253.21.121:12664]
1458362470471|  [CIRCLE] | added node [52.53.219.93:12664:172.31.1.90]
1458362470472|  [CIRCLE] | added node [131.179.150.70:12664]
1458362470472|  [CIRCLE] | added node [131.179.150.72:12664]
1458362470472|  [CIRCLE] | added node [54.183.53.167:12664:172.31.4.132]
1458362470472|  [CIRCLE] | added node [54.153.110.173:12664:172.31.4.157]
1458362470472|  [CIRCLE] | self initialized with index of 16
1458362470485|  [SERVER] | receive buffer: 131071
1458362470497|[INTERNAL] | receive buffer: 131071
1458362470504|[INTERNAL] | starting heartbeat receive
1458362470505|  [SERVER] | started
1458362694336|[INTERNAL] | started
1458362694348|  [CIRCLE] | node heartbeats initialized
1458362694348|  [CIRCLE] | retrieving node of index 17
1458362694348|  [CIRCLE] | retrieved node [131.179.150.72:12664]
1458362694362|[INTERNAL] | heartbeats sent to node [131.179.150.72:12665]
1458362695364|  [CIRCLE] | retrieving node of index 18
1458362695364|  [CIRCLE] | retrieved node [54.183.53.167:12664]
1458362695364|[INTERNAL] | heartbeats sent to node [54.183.53.167:12665]
1458362695402|[INTERNAL] | heartbeats received from node [130.253.21.121:12665]
1458362696365|  [CIRCLE] | retrieving node of index 19
1458362696365|  [CIRCLE] | retrieved node [54.153.110.173:12664]
1458362696365|[INTERNAL] | heartbeats sent to node [54.153.110.173:12665]
1458362696370|[INTERNAL] | heartbeats received from node [134.197.113.3:12665]
1458362697305|  [CIRCLE] | retrieved node [52.34.58.188:12664]
1458362697365|  [CIRCLE] | retrieving node of index 0
1458362697365|  [CIRCLE] | retrieved node [142.103.2.2:12664]
1458362697365|[INTERNAL] | heartbeats sent to node [142.103.2.2:12665]
1458362697376|[INTERNAL] | heartbeats received from node [134.197.113.4:12665]
1458362698366|  [CIRCLE] | retrieving node of index 1
1458362698366|  [CIRCLE] | retrieved node [128.208.4.99:12664]
1458362698366|[INTERNAL] | heartbeats sent to node [128.208.4.99:12665]
1458362699367|  [CIRCLE] | retrieving node of index 2
1458362699367|  [CIRCLE] | retrieved node [128.208.4.198:12664]
1458362699367|[INTERNAL] | heartbeats sent to node [128.208.4.198:12665]
1458362700367|  [CIRCLE] | retrieving node of index 3
1458362700367|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362700367|[INTERNAL] | heartbeats sent to node [52.24.167.227:12665]
1458362700391|[INTERNAL] | heartbeats received from node [128.223.8.112:12665]
1458362701368|  [CIRCLE] | retrieving node of index 4
1458362701368|  [CIRCLE] | retrieved node [52.27.213.97:12664]
1458362701368|[INTERNAL] | heartbeats sent to node [52.27.213.97:12665]
1458362701518|[INTERNAL] | heartbeats received from node [128.223.8.111:12665]
1458362702368|  [CIRCLE] | retrieving node of index 5
1458362702368|  [CIRCLE] | retrieved node [52.34.15.60:12664]
1458362702368|[INTERNAL] | heartbeats sent to node [52.34.15.60:12665]
1458362702524|[INTERNAL] | heartbeats received from node [128.223.8.114:12665]
1458362703369|  [CIRCLE] | retrieving node of index 6
1458362703369|  [CIRCLE] | retrieved node [52.34.58.188:12664]
1458362703369|[INTERNAL] | heartbeats sent to node [52.34.58.188:12665]
1458362704369|  [CIRCLE] | retrieving node of index 7
1458362704369|  [CIRCLE] | retrieved node [128.223.8.114:12664]
1458362704369|[INTERNAL] | heartbeats sent to node [128.223.8.114:12665]
1458362705370|  [CIRCLE] | retrieving node of index 8
1458362705405|  [CIRCLE] | retrieved node [128.223.8.111:12664]
1458362705406|[INTERNAL] | heartbeats sent to node [128.223.8.111:12665]
1458362706406|  [CIRCLE] | retrieving node of index 9
1458362706406|  [CIRCLE] | retrieved node [128.223.8.112:12664]
1458362706406|[INTERNAL] | heartbeats sent to node [128.223.8.112:12665]
1458362707302|[INTERNAL] | heartbeats received from node [128.208.4.198:12665]
1458362707406|  [CIRCLE] | retrieving node of index 10
1458362707406|  [CIRCLE] | retrieved node [52.36.0.9:12664]
1458362707407|[INTERNAL] | heartbeats sent to node [52.36.0.9:12665]
1458362708407|  [CIRCLE] | retrieving node of index 11
1458362708407|  [CIRCLE] | retrieved node [54.215.229.242:12664]
1458362708407|[INTERNAL] | heartbeats sent to node [54.215.229.242:12665]
1458362709052|[INTERNAL] | heartbeats received from node [128.208.4.99:12665]
1458362709331|[INTERNAL] | heartbeats received from node [142.103.2.2:12665]
1458362709407|  [CIRCLE] | retrieving node of index 12
1458362709407|  [CIRCLE] | retrieved node [134.197.113.4:12664]
1458362709407|[INTERNAL] | heartbeats sent to node [134.197.113.4:12665]
1458362710408|  [CIRCLE] | retrieving node of index 13
1458362710408|  [CIRCLE] | retrieved node [134.197.113.3:12664]
1458362710408|[INTERNAL] | heartbeats sent to node [134.197.113.3:12665]
1458362711408|  [CIRCLE] | retrieving node of index 14
1458362711408|  [CIRCLE] | retrieved node [130.253.21.121:12664]
1458362711408|[INTERNAL] | heartbeats sent to node [130.253.21.121:12665]
1458362712409|  [CIRCLE] | retrieving node of index 15
1458362712409|  [CIRCLE] | retrieved node [52.53.219.93:12664]
1458362712409|[INTERNAL] | heartbeats sent to node [52.53.219.93:12665]
1458362712419|[INTERNAL] | heartbeats received from node [131.179.150.72:12665]
1458362713409|  [CIRCLE] | retrieving node of index 17
1458362713409|  [CIRCLE] | retrieved node [131.179.150.72:12664]
1458362713409|[INTERNAL] | heartbeats sent to node [131.179.150.72:12665]
1458362714409|  [CIRCLE] | retrieving node of index 18
1458362714410|  [CIRCLE] | retrieved node [54.183.53.167:12664]
1458362714410|[INTERNAL] | heartbeats sent to node [54.183.53.167:12665]
1458362715392|[INTERNAL] | heartbeats received from node [134.197.113.3:12665]
1458362715410|  [CIRCLE] | retrieving node of index 19
1458362715410|  [CIRCLE] | retrieved node [54.153.110.173:12664]
1458362715410|[INTERNAL] | heartbeats sent to node [54.153.110.173:12665]
1458362716403|[INTERNAL] | heartbeats received from node [134.197.113.4:12665]
