[128.223.8.112:12664] at [2016-03-18 20:40:25]
1458362425458|  [CIRCLE] | added node [142.103.2.2:12664]
1458362425459|  [CIRCLE] | added node [128.208.4.99:12664]
1458362425459|  [CIRCLE] | added node [128.208.4.198:12664]
1458362425459|  [CIRCLE] | added node [52.24.167.227:12664:172.31.16.244]
1458362425459|  [CIRCLE] | added node [52.27.213.97:12664:172.31.40.39]
1458362425460|  [CIRCLE] | added node [52.34.15.60:12664:172.31.25.151]
1458362425460|  [CIRCLE] | added node [52.34.58.188:12664:172.31.17.107]
1458362425460|  [CIRCLE] | added node [128.223.8.114:12664]
1458362425460|  [CIRCLE] | added node [128.223.8.111:12664]
1458362425460|  [CIRCLE] | added node [128.223.8.112:12664]
1458362425461|  [CIRCLE] | added node [52.36.0.9:12664:172.31.27.51]
1458362425461|  [CIRCLE] | added node [54.215.229.242:12664:172.31.30.229]
1458362425461|  [CIRCLE] | added node [134.197.113.4:12664]
1458362425461|  [CIRCLE] | added node [134.197.113.3:12664]
1458362425461|  [CIRCLE] | added node [130.253.21.121:12664]
1458362425470|  [CIRCLE] | added node [52.53.219.93:12664:172.31.1.90]
1458362425470|  [CIRCLE] | added node [131.179.150.70:12664]
1458362425470|  [CIRCLE] | added node [131.179.150.72:12664]
1458362425470|  [CIRCLE] | added node [54.183.53.167:12664:172.31.4.132]
1458362425470|  [CIRCLE] | added node [54.153.110.173:12664:172.31.4.157]
1458362425471|  [CIRCLE] | self initialized with index of 9
1458362425478|  [SERVER] | receive buffer: 131071
1458362425486|[INTERNAL] | receive buffer: 131071
1458362425488|[INTERNAL] | starting heartbeat receive
1458362425489|  [SERVER] | started
1458362694351|[INTERNAL] | started
1458362694352|  [CIRCLE] | node heartbeats initialized
1458362694352|  [CIRCLE] | retrieving node of index 10
1458362694352|  [CIRCLE] | retrieved node [52.36.0.9:12664]
1458362694371|[INTERNAL] | heartbeats sent to node [52.36.0.9:12665]
1458362694394|[INTERNAL] | heartbeats received from node [128.223.8.111:12665]
1458362695373|  [CIRCLE] | retrieving node of index 11
1458362695373|  [CIRCLE] | retrieved node [54.215.229.242:12664]
1458362695374|[INTERNAL] | heartbeats sent to node [54.215.229.242:12665]
1458362695378|[INTERNAL] | heartbeats received from node [128.223.8.114:12665]
1458362696375|  [CIRCLE] | retrieving node of index 12
1458362696375|  [CIRCLE] | retrieved node [134.197.113.4:12664]
1458362696375|[INTERNAL] | heartbeats sent to node [134.197.113.4:12665]
1458362697375|  [CIRCLE] | retrieving node of index 13
1458362697375|  [CIRCLE] | retrieved node [134.197.113.3:12664]
1458362697376|[INTERNAL] | heartbeats sent to node [134.197.113.3:12665]
1458362698376|  [CIRCLE] | retrieving node of index 14
1458362698377|  [CIRCLE] | retrieved node [130.253.21.121:12664]
1458362698377|[INTERNAL] | heartbeats sent to node [130.253.21.121:12665]
1458362699377|  [CIRCLE] | retrieving node of index 15
1458362699377|  [CIRCLE] | retrieved node [52.53.219.93:12664]
1458362699378|[INTERNAL] | heartbeats sent to node [52.53.219.93:12665]
1458362700289|[INTERNAL] | heartbeats received from node [128.208.4.198:12665]
1458362700378|  [CIRCLE] | retrieving node of index 16
1458362700378|  [CIRCLE] | retrieved node [131.179.150.70:12664]
1458362700380|[INTERNAL] | heartbeats sent to node [131.179.150.70:12665]
1458362701400|  [CIRCLE] | retrieving node of index 17
1458362701400|  [CIRCLE] | retrieved node [131.179.150.72:12664]
1458362701400|[INTERNAL] | heartbeats sent to node [131.179.150.72:12665]
1458362702036|[INTERNAL] | heartbeats received from node [128.208.4.99:12665]
1458362702304|[INTERNAL] | heartbeats received from node [142.103.2.2:12665]
1458362702402|  [CIRCLE] | retrieving node of index 18
1458362702402|  [CIRCLE] | retrieved node [54.183.53.167:12664]
1458362702402|[INTERNAL] | heartbeats sent to node [54.183.53.167:12665]
1458362703402|  [CIRCLE] | retrieving node of index 19
1458362703403|  [CIRCLE] | retrieved node [54.153.110.173:12664]
1458362703403|[INTERNAL] | heartbeats sent to node [54.153.110.173:12665]
1458362704404|  [CIRCLE] | retrieving node of index 0
1458362704404|  [CIRCLE] | retrieved node [142.103.2.2:12664]
1458362704404|[INTERNAL] | heartbeats sent to node [142.103.2.2:12665]
1458362705392|[INTERNAL] | heartbeats received from node [131.179.150.72:12665]
1458362705404|  [CIRCLE] | retrieving node of index 1
1458362705404|  [CIRCLE] | retrieved node [128.208.4.99:12664]
1458362705404|[INTERNAL] | heartbeats sent to node [128.208.4.99:12665]
1458362706405|  [CIRCLE] | retrieving node of index 2
1458362706405|  [CIRCLE] | retrieved node [128.208.4.198:12664]
1458362706406|[INTERNAL] | heartbeats sent to node [128.208.4.198:12665]
1458362706420|[INTERNAL] | heartbeats received from node [131.179.150.70:12665]
1458362707406|  [CIRCLE] | retrieving node of index 3
1458362707406|  [CIRCLE] | retrieved node [52.24.167.227:12664]
1458362707406|[INTERNAL] | heartbeats sent to node [52.24.167.227:12665]
1458362708407|  [CIRCLE] | retrieving node of index 4
1458362708407|  [CIRCLE] | retrieved node [52.27.213.97:12664]
1458362708407|[INTERNAL] | heartbeats sent to node [52.27.213.97:12665]
1458362709394|[INTERNAL] | heartbeats received from node [134.197.113.3:12665]
1458362709407|  [CIRCLE] | retrieving node of index 5
1458362709407|  [CIRCLE] | retrieved node [52.34.15.60:12664]
1458362709407|[INTERNAL] | heartbeats sent to node [52.34.15.60:12665]
1458362710011|[INTERNAL] | heartbeats received from node [130.253.21.121:12665]
1458362710405|[INTERNAL] | heartbeats received from node [134.197.113.4:12665]
1458362710407|  [CIRCLE] | retrieving node of index 6
1458362710408|  [CIRCLE] | retrieved node [52.34.58.188:12664]
1458362710408|[INTERNAL] | heartbeats sent to node [52.34.58.188:12665]
1458362711408|  [CIRCLE] | retrieving node of index 7
1458362711409|  [CIRCLE] | retrieved node [128.223.8.114:12664]
1458362711409|[INTERNAL] | heartbeats sent to node [128.223.8.114:12665]
1458362712409|  [CIRCLE] | retrieving node of index 8
1458362712410|  [CIRCLE] | retrieved node [128.223.8.111:12664]
1458362712410|[INTERNAL] | heartbeats sent to node [128.223.8.111:12665]
1458362713410|  [CIRCLE] | retrieving node of index 10
1458362713410|  [CIRCLE] | retrieved node [52.36.0.9:12664]
1458362713410|[INTERNAL] | heartbeats sent to node [52.36.0.9:12665]
1458362713900|[INTERNAL] | heartbeats received from node [128.223.8.111:12665]
1458362714412|  [CIRCLE] | retrieving node of index 11
1458362714412|  [CIRCLE] | retrieved node [54.215.229.242:12664]
1458362714412|[INTERNAL] | heartbeats sent to node [54.215.229.242:12665]
1458362714536|[INTERNAL] | heartbeats received from node [128.223.8.114:12665]
1458362715412|  [CIRCLE] | retrieving node of index 12
1458362715413|  [CIRCLE] | retrieved node [134.197.113.4:12664]
1458362715413|[INTERNAL] | heartbeats sent to node [134.197.113.4:12665]
1458362716413|  [CIRCLE] | retrieving node of index 13
1458362716413|  [CIRCLE] | retrieved node [134.197.113.3:12664]
1458362716414|[INTERNAL] | heartbeats sent to node [134.197.113.3:12665]
1458362717414|  [CIRCLE] | retrieving node of index 14
1458362717415|  [CIRCLE] | retrieved node [130.253.21.121:12664]
1458362717415|[INTERNAL] | heartbeats sent to node [130.253.21.121:12665]
1458362718416|  [CIRCLE] | retrieving node of index 15
1458362718416|  [CIRCLE] | retrieved node [52.53.219.93:12664]
1458362718416|[INTERNAL] | heartbeats sent to node [52.53.219.93:12665]
1458362719307|[INTERNAL] | heartbeats received from node [128.208.4.198:12665]
1458362719416|  [CIRCLE] | retrieving node of index 16
1458362719416|  [CIRCLE] | retrieved node [131.179.150.70:12664]
1458362719416|[INTERNAL] | heartbeats sent to node [131.179.150.70:12665]
1458362719417|  [CIRCLE] | removed node [54.215.229.242:12664]
1458362719417|  [CIRCLE] | new index of self is 9
1458362719417|  [CIRCLE] | removed node [52.53.219.93:12664]
1458362719417|  [CIRCLE] | new index of self is 9
1458362719417|  [CIRCLE] | removed node [52.36.0.9:12664]
1458362719417|  [CIRCLE] | new index of self is 9
1458362719417|  [CIRCLE] | removed node [54.183.53.167:12664]
1458362719417|  [CIRCLE] | new index of self is 9
1458362719417|  [CIRCLE] | removed node [54.153.110.173:12664]
1458362719417|  [CIRCLE] | new index of self is 9
1458362719417|  [CIRCLE] | removed node [52.27.213.97:12664]
1458362719417|  [CIRCLE] | new index of self is 8
1458362719417|  [CIRCLE] | removed node [52.24.167.227:12664]
1458362719417|  [CIRCLE] | new index of self is 7
1458362719417|  [CIRCLE] | removed node [52.34.15.60:12664]
1458362719417|  [CIRCLE] | new index of self is 6
1458362719417|  [CIRCLE] | removed node [52.34.58.188:12664]
1458362719417|  [CIRCLE] | new index of self is 5
1458362720418|  [CIRCLE] | retrieving node of index 0
1458362720418|  [CIRCLE] | retrieved node [142.103.2.2:12664]
1458362720418|[INTERNAL] | heartbeats sent to node [142.103.2.2:12665]
1458362720437|[INTERNAL] | heartbeats received from node [131.179.150.72:12665]
1458362721418|  [CIRCLE] | retrieving node of index 1
1458362721418|  [CIRCLE] | retrieved node [128.208.4.99:12664]
1458362721418|[INTERNAL] | heartbeats sent to node [128.208.4.99:12665]
1458362721429|[INTERNAL] | heartbeats received from node [131.179.150.70:12665]
1458362722419|  [CIRCLE] | retrieving node of index 2
1458362722419|  [CIRCLE] | retrieved node [128.208.4.198:12664]
1458362722419|[INTERNAL] | heartbeats sent to node [128.208.4.198:12665]
1458362723419|  [CIRCLE] | retrieving node of index 3
1458362723420|  [CIRCLE] | retrieved node [128.223.8.114:12664]
1458362723420|[INTERNAL] | heartbeats sent to node [128.223.8.114:12665]
1458362724401|[INTERNAL] | heartbeats received from node [134.197.113.3:12665]
1458362724420|  [CIRCLE] | retrieving node of index 4
1458362724420|  [CIRCLE] | retrieved node [128.223.8.111:12664]
1458362724421|[INTERNAL] | heartbeats sent to node [128.223.8.111:12665]
1458362724544|[INTERNAL] | heartbeats received from node [128.223.8.114:12665]
1458362724909|[INTERNAL] | heartbeats received from node [128.223.8.111:12665]
1458362725313|[INTERNAL] | heartbeats received from node [128.208.4.198:12665]
1458362725413|[INTERNAL] | heartbeats received from node [134.197.113.4:12665]
1458362725421|  [CIRCLE] | retrieving node of index 6
1458362725421|  [CIRCLE] | retrieved node [134.197.113.4:12664]
1458362725421|[INTERNAL] | heartbeats sent to node [134.197.113.4:12665]
1458362726421|  [CIRCLE] | retrieving node of index 7
1458362726422|  [CIRCLE] | retrieved node [134.197.113.3:12664]
1458362726422|[INTERNAL] | heartbeats sent to node [134.197.113.3:12665]
1458362726765|[INTERNAL] | heartbeats received from node [130.253.21.121:12665]
1458362727113|[INTERNAL] | heartbeats received from node [128.208.4.99:12665]
1458362727391|[INTERNAL] | heartbeats received from node [142.103.2.2:12665]
1458362727422|  [CIRCLE] | retrieving node of index 8
1458362727422|  [CIRCLE] | retrieved node [130.253.21.121:12664]
1458362727422|[INTERNAL] | heartbeats sent to node [130.253.21.121:12665]
1458362728422|  [CIRCLE] | retrieving node of index 9
1458362728422|  [CIRCLE] | retrieved node [131.179.150.70:12664]
1458362728423|[INTERNAL] | heartbeats sent to node [131.179.150.70:12665]
1458362729424|  [CIRCLE] | retrieving node of index 10
1458362729424|  [CIRCLE] | retrieved node [131.179.150.72:12664]
1458362729424|[INTERNAL] | heartbeats sent to node [131.179.150.72:12665]
1458362730424|  [CIRCLE] | retrieving node of index 0
1458362730424|  [CIRCLE] | retrieved node [142.103.2.2:12664]
1458362730424|[INTERNAL] | heartbeats sent to node [142.103.2.2:12665]
1458362730440|[INTERNAL] | heartbeats received from node [131.179.150.72:12665]
1458362731425|  [CIRCLE] | retrieving node of index 1
1458362731425|  [CIRCLE] | retrieved node [128.208.4.99:12664]
1458362731425|[INTERNAL] | heartbeats sent to node [128.208.4.99:12665]
1458362731433|[INTERNAL] | heartbeats received from node [131.179.150.70:12665]
1458362732426|  [CIRCLE] | retrieving node of index 2
1458362732426|  [CIRCLE] | retrieved node [128.208.4.198:12664]
1458362732426|[INTERNAL] | heartbeats sent to node [128.208.4.198:12665]
1458362733426|  [CIRCLE] | retrieving node of index 3
1458362733427|  [CIRCLE] | retrieved node [128.223.8.114:12664]
1458362733427|[INTERNAL] | heartbeats sent to node [128.223.8.114:12665]
1458362734405|[INTERNAL] | heartbeats received from node [134.197.113.3:12665]
1458362734427|  [CIRCLE] | retrieving node of index 4
1458362734427|  [CIRCLE] | retrieved node [128.223.8.111:12664]
1458362734427|[INTERNAL] | heartbeats sent to node [128.223.8.111:12665]
1458362734919|[INTERNAL] | heartbeats received from node [128.223.8.111:12665]
1458362735010|[INTERNAL] | heartbeats received from node [128.223.8.114:12665]
1458362735408|[INTERNAL] | heartbeats received from node [128.208.4.198:12665]
1458362735417|[INTERNAL] | heartbeats received from node [134.197.113.4:12665]
1458362735427|  [CIRCLE] | retrieving node of index 6
1458362735428|  [CIRCLE] | retrieved node [134.197.113.4:12664]
1458362735428|[INTERNAL] | heartbeats sent to node [134.197.113.4:12665]
1458362736428|  [CIRCLE] | retrieving node of index 7
1458362736428|  [CIRCLE] | retrieved node [134.197.113.3:12664]
1458362736428|[INTERNAL] | heartbeats sent to node [134.197.113.3:12665]
1458362737123|[INTERNAL] | heartbeats received from node [128.208.4.99:12665]
1458362737418|[INTERNAL] | heartbeats received from node [142.103.2.2:12665]
1458362737428|  [CIRCLE] | retrieving node of index 8
1458362737429|  [CIRCLE] | retrieved node [130.253.21.121:12664]
1458362737429|[INTERNAL] | heartbeats sent to node [130.253.21.121:12665]
1458362737539|[INTERNAL] | heartbeats received from node [130.253.21.121:12665]
1458362738430|  [CIRCLE] | retrieving node of index 9
1458362738430|  [CIRCLE] | retrieved node [131.179.150.70:12664]
1458362738430|[INTERNAL] | heartbeats sent to node [131.179.150.70:12665]
1458362739431|  [CIRCLE] | retrieving node of index 10
1458362739431|  [CIRCLE] | retrieved node [131.179.150.72:12664]
1458362739431|[INTERNAL] | heartbeats sent to node [131.179.150.72:12665]
1458362740431|  [CIRCLE] | retrieving node of index 0
1458362740431|  [CIRCLE] | retrieved node [142.103.2.2:12664]
1458362740432|[INTERNAL] | heartbeats sent to node [142.103.2.2:12665]
1458362740446|[INTERNAL] | heartbeats received from node [131.179.150.72:12665]
1458362741432|  [CIRCLE] | retrieving node of index 1
1458362741432|  [CIRCLE] | retrieved node [128.208.4.99:12664]
1458362741432|[INTERNAL] | heartbeats sent to node [128.208.4.99:12665]
1458362741437|[INTERNAL] | heartbeats received from node [131.179.150.70:12665]
1458362742432|  [CIRCLE] | retrieving node of index 2
1458362742432|  [CIRCLE] | retrieved node [128.208.4.198:12664]
1458362742432|[INTERNAL] | heartbeats sent to node [128.208.4.198:12665]
1458362743433|  [CIRCLE] | retrieving node of index 3
1458362743433|  [CIRCLE] | retrieved node [128.223.8.114:12664]
1458362743433|[INTERNAL] | heartbeats sent to node [128.223.8.114:12665]
1458362744408|[INTERNAL] | heartbeats received from node [134.197.113.3:12665]
1458362744433|  [CIRCLE] | retrieving node of index 4
1458362744433|  [CIRCLE] | retrieved node [128.223.8.111:12664]
1458362744433|[INTERNAL] | heartbeats sent to node [128.223.8.111:12665]
1458362744942|[INTERNAL] | heartbeats received from node [128.223.8.111:12665]
1458362745019|[INTERNAL] | heartbeats received from node [128.223.8.114:12665]
1458362745421|[INTERNAL] | heartbeats received from node [134.197.113.4:12665]
1458362745434|  [CIRCLE] | retrieving node of index 6
1458362745434|  [CIRCLE] | retrieved node [134.197.113.4:12664]
1458362745434|[INTERNAL] | heartbeats sent to node [134.197.113.4:12665]
1458362745543|[INTERNAL] | heartbeats received from node [128.208.4.198:12665]
1458362746434|  [CIRCLE] | retrieving node of index 7
1458362746434|  [CIRCLE] | retrieved node [134.197.113.3:12664]
1458362746434|[INTERNAL] | heartbeats sent to node [134.197.113.3:12665]
1458362747132|[INTERNAL] | heartbeats received from node [128.208.4.99:12665]
1458362747435|  [CIRCLE] | retrieving node of index 8
1458362747435|  [CIRCLE] | retrieved node [130.253.21.121:12664]
1458362747435|[INTERNAL] | heartbeats sent to node [130.253.21.121:12665]
1458362747460|[INTERNAL] | heartbeats received from node [142.103.2.2:12665]
1458362747764|[INTERNAL] | heartbeats received from node [130.253.21.121:12665]
1458362748436|  [CIRCLE] | retrieving node of index 9
1458362748436|  [CIRCLE] | retrieved node [131.179.150.70:12664]
1458362748436|[INTERNAL] | heartbeats sent to node [131.179.150.70:12665]
1458362749437|  [CIRCLE] | retrieving node of index 10
1458362749437|  [CIRCLE] | retrieved node [131.179.150.72:12664]
1458362749438|[INTERNAL] | heartbeats sent to node [131.179.150.72:12665]
1458362750438|  [CIRCLE] | retrieving node of index 0
1458362750439|  [CIRCLE] | retrieved node [142.103.2.2:12664]
1458362750439|[INTERNAL] | heartbeats sent to node [142.103.2.2:12665]
1458362750451|[INTERNAL] | heartbeats received from node [131.179.150.72:12665]
1458362751440|  [CIRCLE] | retrieving node of index 1
1458362751440|  [CIRCLE] | retrieved node [128.208.4.99:12664]
1458362751440|[INTERNAL] | heartbeats sent to node [128.208.4.99:12665]
1458362751464|[INTERNAL] | heartbeats received from node [131.179.150.70:12665]
1458362752441|  [CIRCLE] | retrieving node of index 2
1458362752441|  [CIRCLE] | retrieved node [128.208.4.198:12664]
